product_id,product_name,product_brand,product_category,product_price,product_currency,product_image_url,product_affiliate_url,product_paid_traffic_allowed,product_status,landing_page_id,landing_page_name,landing_page_slug,landing_page_status
,Sample Product 137,UrbanNest,Home Decor,5249,INR,https://m.media-amazon.com/images/I/81c2z9b3E-L._SL1500_.jpg,https://example.com/dp/SAMPLE0137,FALSE,archived,,,sample-product-137,draft
,Sample Product 138,TechNova,Electronics Accessories,5499,INR,https://m.media-amazon.com/images/I/71ofUdtvNtL._SL1500_.jpg,https://example.com/dp/SAMPLE0138,TRUE,live,,,sample-product-138,live
,Sample Product 139,GlowLab,Skincare,5749,INR,https://m.media-amazon.com/images/I/61Q3z6z9F+L._SL1500_.jpg,https://example.com/dp/SAMPLE0139,FALSE,draft,,,sample-product-139,draft
,Sample Product 140,PetJoy,Pet Supplies,5999,INR,https://m.media-amazon.com/images/I/81c2z9b3E-L._SL1500_.jpg,https://example.com/dp/SAMPLE0140,FALSE,archived,,,,
,Sample Product 141,CookWell,Kitchen Tools,6249,INR,https://m.media-amazon.com/images/I/71ofUdtvNtL._SL1500_.jpg,https://example.com/dp/SAMPLE0141,TRUE,live,,,sample-product-141,live
,Sample Product 142,ZenDesk,Office Essentials,6499,INR,https://m.media-amazon.com/images/I/61Q3z6z9F+L._SL1500_.jpg,https://example.com/dp/SAMPLE0142,FALSE,draft,,,sample-product-142,draft
,Sample Product 143,TrailMate,Outdoor Gear,6749,INR,https://m.media-amazon.com/images/I/81c2z9b3E-L._SL1500_.jpg,https://example.com/dp/SAMPLE0143,FALSE,archived,,,sample-product-143,draft
,Sample Product 144,FitTrip,Mens Workout,6999,INR,https://m.media-amazon.com/images/I/71ofUdtvNtL._SL1500_.jpg,https://example.com/dp/SAMPLE0144,TRUE,live,,,sample-product-144,live
,Sample Product 145,UrbanNest,Home Decor,7249,INR,https://m.media-amazon.com/images/I/61Q3z6z9F+L._SL1500_.jpg,https://example.com/dp/SAMPLE0145,FALSE,draft,,,,
,Sample Product 146,TechNova,Electronics Accessories,7499,INR,https://m.media-amazon.com/images/I/81c2z9b3E-L._SL1500_.jpg,https://example.com/dp/SAMPLE0146,FALSE,archived,,,sample-product-146,draft
,Sample Product 147,GlowLab,Skincare,7749,INR,https://m.media-amazon.com/images/I/71ofUdtvNtL._SL1500_.jpg,https://example.com/dp/SAMPLE0147,TRUE,live,,,sample-product-147,live
,Sample Product 148,PetJoy,Pet Supplies,7999,INR,https://m.media-amazon.com/images/I/61Q3z6z9F+L._SL1500_.jpg,https://example.com/dp/SAMPLE0148,FALSE,draft,,,sample-product-148,draft
,Sample Product 149,CookWell,Kitchen Tools,8249,INR,https://m.media-amazon.com/images/I/81c2z9b3E-L._SL1500_.jpg,https://example.com/dp/SAMPLE0149,FALSE,archived,,,sample-product-149,draft
,Sample Product 150,ZenDesk,Office Essentials,8499,INR,https://m.media-amazon.com/images/I/71ofUdtvNtL._SL1500_.jpg,https://example.com/dp/SAMPLE0150,TRUE,live,,,,
,Sample Product 151,TrailMate,Outdoor Gear,8749,INR,https://m.media-amazon.com/images/I/61Q3z6z9F+L._SL1500_.jpg,https://example.com/dp/SAMPLE0151,FALSE,draft,,,sample-product-151,draft
,Sample Product 152,FitTrip,Mens Workout,8999,INR,https://m.media-amazon.com/images/I/81c2z9b3E-L._SL1500_.jpg,https://example.com/dp/SAMPLE0152,FALSE,archived,,,sample-product-152,draft
,Sample Product 153,UrbanNest,Home Decor,9249,INR,https://m.media-amazon.com/images/I/71ofUdtvNtL._SL1500_.jpg,https://example.com/dp/SAMPLE0153,TRUE,live,,,sample-product-153,live
,Sample Product 154,TechNova,Electronics Accessories,9499,INR,https://m.media-amazon.com/images/I/61Q3z6z9F+L._SL1500_.jpg,https://example.com/dp/SAMPLE0154,FALSE,draft,,,sample-product-154,draft
,Sample Product 155,GlowLab,Skincare,9749,INR,https://m.media-amazon.com/images/I/81c2z9b3E-L._SL1500_.jpg,https://example.com/dp/SAMPLE0155,FALSE,archived,,,,
,Sample Product 156,PetJoy,Pet Supplies,9999,INR,https://m.media-amazon.com/images/I/71ofUdtvNtL._SL1500_.jpg,https://example.com/dp/SAMPLE0156,TRUE,live,,,sample-product-156,live
,Sample Product 157,CookWell,Kitchen Tools,10249,INR,https://m.media-amazon.com/images/I/61Q3z6z9F+L._SL1500_.jpg,https://example.com/dp/SAMPLE0157,FALSE,draft,,,sample-product-157,draft
,Sample Product 158,ZenDesk,Office Essentials,10499,INR,https://m.media-amazon.com/images/I/81c2z9b3E-L._SL1500_.jpg,https://example.com/dp/SAMPLE0158,FALSE,archived,,,sample-product-158,draft
,Sample Product 159,TrailMate,Outdoor Gear,10749,INR,https://m.media-amazon.com/images/I/71ofUdtvNtL._SL1500_.jpg,https://example.com/dp/SAMPLE0159,TRUE,live,,,sample-product-159,live
,Sample Product 160,FitTrip,Mens Workout,999,INR,https://m.media-amazon.com/images/I/61Q3z6z9F+L._SL1500_.jpg,https://example.com/dp/SAMPLE0160,FALSE,draft,,,,
,Sample Product 161,UrbanNest,Home Decor,1249,INR,https://m.media-amazon.com/images/I/81c2z9b3E-L._SL1500_.jpg,https://example.com/dp/SAMPLE0161,FALSE,archived,,,sample-product-161,draft
,Sample Product 162,TechNova,Electronics Accessories,1499,INR,https://m.media-amazon.com/images/I/71ofUdtvNtL._SL1500_.jpg,https://example.com/dp/SAMPLE0162,TRUE,live,,,sample-product-162,live
,Sample Product 163,GlowLab,Skincare,1749,INR,https://m.media-amazon.com/images/I/61Q3z6z9F+L._SL1500_.jpg,https://example.com/dp/SAMPLE0163,FALSE,draft,,,sample-product-163,draft
,Sample Product 164,PetJoy,Pet Supplies,1999,INR,https://m.media-amazon.com/images/I/81c2z9b3E-L._SL1500_.jpg,https://example.com/dp/SAMPLE0164,FALSE,archived,,,sample-product-164,draft
,Sample Product 165,CookWell,Kitchen Tools,2249,INR,https://m.media-amazon.com/images/I/71ofUdtvNtL._SL1500_.jpg,https://example.com/dp/SAMPLE0165,TRUE,live,,,,
,Sample Product 166,ZenDesk,Office Essentials,2499,INR,https://m.media-amazon.com/images/I/61Q3z6z9F+L._SL1500_.jpg,https://example.com/dp/SAMPLE0166,FALSE,draft,,,sample-product-166,draft
,Sample Product 167,TrailMate,Outdoor Gear,2749,INR,https://m.media-amazon.com/images/I/81c2z9b3E-L._SL1500_.jpg,https://example.com/dp/SAMPLE0167,FALSE,archived,,,sample-product-167,draft
,Sample Product 168,FitTrip,Mens Workout,2999,INR,https://m.media-amazon.com/images/I/71ofUdtvNtL._SL1500_.jpg,https://example.com/dp/SAMPLE0168,TRUE,live,,,sample-product-168,live
,Sample Product 169,UrbanNest,Home Decor,3249,INR,https://m.media-amazon.com/images/I/61Q3z6z9F+L._SL1500_.jpg,https://example.com/dp/SAMPLE0169,FALSE,draft,,,sample-product-169,draft
,Sample Product 170,TechNova,Electronics Accessories,3499,INR,https://m.media-amazon.com/images/I/81c2z9b3E-L._SL1500_.jpg,https://example.com/dp/SAMPLE0170,FALSE,archived,,,,
,Sample Product 171,GlowLab,Skincare,3749,INR,https://m.media-amazon.com/images/I/71ofUdtvNtL._SL1500_.jpg,https://example.com/dp/SAMPLE0171,TRUE,live,,,sample-product-171,live
,Sample Product 172,PetJoy,Pet Supplies,3999,INR,https://m.media-amazon.com/images/I/61Q3z6z9F+L._SL1500_.jpg,https://example.com/dp/SAMPLE0172,FALSE,draft,,,sample-product-172,draft
,Sample Product 173,CookWell,Kitchen Tools,4249,INR,https://m.media-amazon.com/images/I/81c2z9b3E-L._SL1500_.jpg,https://example.com/dp/SAMPLE0173,FALSE,archived,,,sample-product-173,draft
,Sample Product 174,ZenDesk,Office Essentials,4499,INR,https://m.media-amazon.com/images/I/71ofUdtvNtL._SL1500_.jpg,https://example.com/dp/SAMPLE0174,TRUE,live,,,sample-product-174,live
,Sample Product 175,TrailMate,Outdoor Gear,4749,INR,https://m.media-amazon.com/images/I/61Q3z6z9F+L._SL1500_.jpg,https://example.com/dp/SAMPLE0175,FALSE,draft,,,,
,Sample Product 176,FitTrip,Mens Workout,4999,INR,https://m.media-amazon.com/images/I/81c2z9b3E-L._SL1500_.jpg,https://example.com/dp/SAMPLE0176,FALSE,archived,,,sample-product-176,draft
,Sample Product 177,UrbanNest,Home Decor,5249,INR,https://m.media-amazon.com/images/I/71ofUdtvNtL._SL1500_.jpg,https://example.com/dp/SAMPLE0177,TRUE,live,,,sample-product-177,live
,Sample Product 178,TechNova,Electronics Accessories,5499,INR,https://m.media-amazon.com/images/I/61Q3z6z9F+L._SL1500_.jpg,https://example.com/dp/SAMPLE0178,FALSE,draft,,,sample-product-178,draft
,Sample Product 179,GlowLab,Skincare,5749,INR,https://m.media-amazon.com/images/I/81c2z9b3E-L._SL1500_.jpg,https://example.com/dp/SAMPLE0179,FALSE,archived,,,sample-product-179,draft
,Sample Product 180,PetJoy,Pet Supplies,5999,INR,https://m.media-amazon.com/images/I/71ofUdtvNtL._SL1500_.jpg,https://example.com/dp/SAMPLE0180,TRUE,live,,,,
,Sample Product 181,CookWell,Kitchen Tools,6249,INR,https://m.media-amazon.com/images/I/61Q3z6z9F+L._SL1500_.jpg,https://example.com/dp/SAMPLE0181,FALSE,draft,,,sample-product-181,draft
,Sample Product 182,ZenDesk,Office Essentials,6499,INR,https://m.media-amazon.com/images/I/81c2z9b3E-L._SL1500_.jpg,https://example.com/dp/SAMPLE0182,FALSE,archived,,,sample-product-182,draft
,Sample Product 183,TrailMate,Outdoor Gear,6749,INR,https://m.media-amazon.com/images/I/71ofUdtvNtL._SL1500_.jpg,https://example.com/dp/SAMPLE0183,TRUE,live,,,sample-product-183,live
,Sample Product 184,FitTrip,Mens Workout,6999,INR,https://m.media-amazon.com/images/I/61Q3z6z9F+L._SL1500_.jpg,https://example.com/dp/SAMPLE0184,FALSE,draft,,,sample-product-184,draft
,Sample Product 185,UrbanNest,Home Decor,7249,INR,https://m.media-amazon.com/images/I/81c2z9b3E-L._SL1500_.jpg,https://example.com/dp/SAMPLE0185,FALSE,archived,,,,
,Sample Product 186,TechNova,Electronics Accessories,7499,INR,https://m.media-amazon.com/images/I/71ofUdtvNtL._SL1500_.jpg,https://example.com/dp/SAMPLE0186,TRUE,live,,,sample-product-186,live
,Sample Product 187,GlowLab,Skincare,7749,INR,https://m.media-amazon.com/images/I/61Q3z6z9F+L._SL1500_.jpg,https://example.com/dp/SAMPLE0187,FALSE,draft,,,sample-product-187,draft
,Sample Product 188,PetJoy,Pet Supplies,7999,INR,https://m.media-amazon.com/images/I/81c2z9b3E-L._SL1500_.jpg,https://example.com/dp/SAMPLE0188,FALSE,archived,,,sample-product-188,draft
,Sample Product 189,CookWell,Kitchen Tools,8249,INR,https://m.media-amazon.com/images/I/71ofUdtvNtL._SL1500_.jpg,https://example.com/dp/SAMPLE0189,TRUE,live,,,sample-product-189,live
,Sample Product 190,ZenDesk,Office Essentials,8499,INR,https://m.media-amazon.com/images/I/61Q3z6z9F+L._SL1500_.jpg,https://example.com/dp/SAMPLE0190,FALSE,draft,,,,
,Sample Product 191,TrailMate,Outdoor Gear,8749,INR,https://m.media-amazon.com/images/I/81c2z9b3E-L._SL1500_.jpg,https://example.com/dp/SAMPLE0191,FALSE,archived,,,sample-product-191,draft
,Sample Product 192,FitTrip,Mens Workout,8999,INR,https://m.media-amazon.com/images/I/71ofUdtvNtL._SL1500_.jpg,https://example.com/dp/SAMPLE0192,TRUE,live,,,sample-product-192,live
,Sample Product 193,UrbanNest,Home Decor,9249,INR,https://m.media-amazon.com/images/I/61Q3z6z9F+L._SL1500_.jpg,https://example.com/dp/SAMPLE0193,FALSE,draft,,,sample-product-193,draft
,Sample Product 194,TechNova,Electronics Accessories,9499,INR,https://m.media-amazon.com/images/I/81c2z9b3E-L._SL1500_.jpg,https://example.com/dp/SAMPLE0194,FALSE,archived,,,sample-product-194,draft
,Sample Product 195,GlowLab,Skincare,9749,INR,https://m.media-amazon.com/images/I/71ofUdtvNtL._SL1500_.jpg,https://example.com/dp/SAMPLE0195,TRUE,live,,,,
,Sample Product 196,PetJoy,Pet Supplies,9999,INR,https://m.media-amazon.com/images/I/61Q3z6z9F+L._SL1500_.jpg,https://example.com/dp/SAMPLE0196,FALSE,draft,,,sample-product-196,draft
,Sample Product 197,CookWell,Kitchen Tools,10249,INR,https://m.media-amazon.com/images/I/81c2z9b3E-L._SL1500_.jpg,https://example.com/dp/SAMPLE0197,FALSE,archived,,,sample-product-197,draft
,Sample Product 198,ZenDesk,Office Essentials,10499,INR,https://m.media-amazon.com/images/I/71ofUdtvNtL._SL1500_.jpg,https://example.com/dp/SAMPLE0198,TRUE,live,,,sample-product-198,live
,Sample Product 199,TrailMate,Outdoor Gear,10749,INR,https://m.media-amazon.com/images/I/61Q3z6z9F+L._SL1500_.jpg,https://example.com/dp/SAMPLE0199,FALSE,draft,,,sample-product-199,draft
,Sample Product 200,FitTrip,Mens Workout,999,INR,https://m.media-amazon.com/images/I/81c2z9b3E-L._SL1500_.jpg,https://example.com/dp/SAMPLE0200,FALSE,archived,,,,
